RECORDING_SESSION_LABEL	AVERAGE_FIXATION_DURATION	SACCADE_COUNT	VISITED_INTEREST_AREA_COUNT	hunger	recorder_trial	resp	rt	rtype	sim	sub	tar	tcateg	time	tired	tnum	tutra	tuttime
63_jl	196.00	11	8	1	170	space	2.85702069011	cr	False	63_jl	False	Cats	1903.7	1	253	NA	NA
63_jl	400.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	260.43	13	8	1	143	space	4.37618942023	cr	False	63_jl	False	Cats	1910.0	1	254	NA	NA
63_jl	1018.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	218.14	13	8	1	3	space	3.69784668158	cr	False	63_jl	False	Cats	1918.11	1	255	NA	NA
63_jl	350.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	190.83	11	9	1	53	space	2.768961719	cr	False	63_jl	False	Cats	1925.26	1	256	NA	NA
63_jl	394.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	237.00	12	6	1	66	return	3.87958608777	hi	False	63_jl	True	Cats	1931.47	1	257	1	35.1
63_jl	406.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	178.00	4	2	1	136	return	1.42240228155	hi	False	63_jl	True	Cats	1941.96	1	258	NA	NA
63_jl	397.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	189.33	8	6	1	44	space	2.1184473529	cr	False	63_jl	False	Cats	1946.87	1	259	NA	NA
63_jl	268.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	256.31	12	6	1	8	space	4.34108716086	cr	False	63_jl	False	Cats	1953.0	1	260	NA	NA
63_jl	397.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	218.57	13	9	1	296	space	3.85732676229	cr	False	63_jl	False	Cats	1960.79	1	261	1	26.14
63_jl	465.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	233.69	12	8	1	287	space	3.53124630009	cr	False	63_jl	False	Cats	1970.48	1	262	NA	NA
63_jl	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	165.27	10	7	1	276	space	2.31818673341	cr	False	63_jl	False	Cats	1977.45	1	263	NA	NA
63_jl	414.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	237.60	9	7	1	82	space	2.75671883323	cr	False	63_jl	False	Cats	1983.24	1	264	NA	NA
63_jl	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	194.57	13	8	1	50	space	3.45280825789	cr	False	63_jl	False	Cats	1989.46	1	265	NA	NA
63_jl	1010.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	253.50	11	10	1	73	space	3.57817613985	cr	False	63_jl	False	Cats	1996.35	1	266	1	32.9
63_jl	1016.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	205.00	9	6	1	77	space	2.41098487424	cr	False	63_jl	False	Cats	2005.04	1	267	NA	NA
63_jl	421.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	187.69	13	9	1	226	space	3.14610674419	cr	False	63_jl	False	Cats	2010.93	1	268	NA	NA
63_jl	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	155.78	8	6	1	122	space	1.76817069668	cr	False	63_jl	False	Cats	2017.69	1	269	NA	NA
63_jl	501.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	210.83	11	10	1	230	space	3.22935653385	cr	False	63_jl	False	Cats	2022.89	1	270	0	24.51
63_jl	1004.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	185.60	9	8	1	197	space	2.55677674897	cr	False	63_jl	False	Cats	2032.15	1	271	NA	NA
63_jl	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	178.31	12	7	1	269	space	2.85432652221	cr	False	63_jl	False	Cats	2038.19	1	272	NA	NA
63_jl	940.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	202.20	10	7	1	228	space	2.35815682262	cr	False	63_jl	False	Cats	2044.81	1	273	NA	NA
63_jl	1008.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	179.33	11	7	1	215	space	2.80309151183	cr	False	63_jl	False	Cats	2050.86	1	274	NA	NA
63_jl	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	172.77	12	8	1	74	space	2.84020101791	cr	False	63_jl	False	Cats	2057.13	1	275	0	31.67
63_jl	385.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	247.60	9	5	1	139	return	3.31642581057	fa	True	63_jl	True	Cats	2065.45	1	276	NA	NA
63_jl	1002.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	175.00	9	8	1	159	space	2.08934044186	cr	False	63_jl	False	Cats	2072.3	1	277	NA	NA
63_jl	381.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	200.94	16	11	1	47	space	4.46322387434	cr	False	63_jl	False	Cats	2077.86	1	278	NA	NA
63_jl	824.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	262.00	7	5	1	49	return	2.64884544816	hi	False	63_jl	True	Cats	2085.77	1	279	1	26.41
63_jl	199.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	209.25	8	6	1	106	space	2.25185778458	cr	False	63_jl	False	Cats	2095.71	1	280	NA	NA
63_jl	1002.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	213.17	11	9	1	297	space	3.19330490101	cr	False	63_jl	False	Cats	2101.9	1	281	NA	NA
63_jl	495.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	284.00	4	3	1	141	return	2.33526409254	hi	False	63_jl	True	Cats	2108.57	1	282	NA	NA
63_jl	209.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	230.00	8	8	1	207	space	2.50633056159	cr	False	63_jl	False	Cats	2114.61	1	283	0	26.65
63_jl	252.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	232.67	11	9	1	26	space	3.31937546632	cr	False	63_jl	False	Cats	2124.2	1	284	NA	NA
63_jl	370.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	261.78	8	8	1	12	space	2.62873779144	cr	False	63_jl	False	Cats	2130.98	1	285	NA	NA
63_jl	704.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	247.80	9	6	1	88	space	2.87407129095	cr	False	63_jl	False	Cats	2137.04	1	286	NA	NA
63_jl	1018.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	236.00	6	4	1	9	return	2.510272844	hi	False	63_jl	True	Cats	2143.84	1	287	1	25.96
63_jl	395.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	180.18	10	7	1	261	space	2.52305639605	cr	False	63_jl	False	Cats	2152.02	1	288	NA	NA
63_jl	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	171.67	11	9	1	246	space	2.64019661932	cr	False	63_jl	False	Cats	2157.98	1	289	NA	NA
63_jl	478.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	201.56	8	7	1	61	space	2.03996459092	cr	False	63_jl	False	Cats	2164.05	1	290	NA	NA
63_jl	240.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	226.00	9	7	1	244	space	2.67310468946	cr	False	63_jl	False	Cats	2169.57	1	291	0	23.67
63_jl	200.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	230.22	9	6	1	94	return	2.69007354905	fa	True	63_jl	True	Cats	2177.66	1	292	NA	NA
63_jl	1006.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	193.00	11	6	1	101	space	3.0358382985	cr	False	63_jl	False	Cats	2183.87	1	293	NA	NA
63_jl	712.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	237.17	11	9	1	132	space	3.28482047119	cr	False	63_jl	False	Cats	2190.34	1	294	NA	NA
63_jl	1008.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	228.40	10	6	1	72	space	2.94018837181	cr	False	63_jl	False	Cats	2197.29	1	295	1	26.04
63_jl	379.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	225.00	11	8	1	133	space	3.22361960541	cr	False	63_jl	False	Cats	2205.97	1	296	NA	NA
63_jl	542.00	0	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	250.73	11	6	1	185	space	3.25692245364	cr	False	63_jl	False	Cats	2212.69	1	297	NA	NA
63_jl	214.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	259.56	8	7	1	283	space	2.61220219824	cr	False	63_jl	False	Cats	2219.39	1	298	NA	NA
63_jl	1002.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	217.50	15	8	1	286	space	4.57474006782	cr	False	63_jl	False	Cats	2225.63	1	299	1	27.68
63_jl	497.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
63_jl	230.00	3	3	1	289	return	1.13890763395	hi	False	63_jl	True	Cats	2235.14	1	300	0	4.58
64_gs	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	499.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	284.80	9	6	3	47	space	3.10148142581	cr	False	64_gs	False	Utility_Vehicles	5.61	3	1	NA	NA
64_gs	246.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	376.22	8	4	3	148	return	3.57393621607	fa	True	64_gs	True	Utility_Vehicles	17.4	3	2	NA	NA
64_gs	1016.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	246.52	26	8	3	18	return	7.64235048741	fa	True	64_gs	True	Utility_Vehicles	26.74	3	3	1	34.44
64_gs	498.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	205.50	15	9	3	2	space	3.80773391132	cr	False	64_gs	False	Utility_Vehicles	44.47	3	4	NA	NA
64_gs	1002.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	202.44	18	9	3	7	space	4.30353192589	cr	False	64_gs	False	Utility_Vehicles	51.99	3	5	NA	NA
64_gs	491.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	198.75	15	7	3	61	space	3.65296954126	cr	False	64_gs	False	Utility_Vehicles	59.72	3	6	0	22.46
64_gs	495.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	262.12	16	6	3	51	space	4.68712755875	cr	False	64_gs	False	Utility_Vehicles	69.16	3	7	NA	NA
64_gs	1002.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	221.25	8	5	3	273	return	2.73562771361	fa	True	64_gs	True	Utility_Vehicles	77.68	3	8	NA	NA
64_gs	1004.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	214.48	20	8	3	111	space	5.20930789202	cr	False	64_gs	False	Utility_Vehicles	84.17	3	9	0	23.73
64_gs	1004.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	244.80	10	7	3	35	space	2.77288494073	cr	False	64_gs	False	Utility_Vehicles	97.89	3	10	NA	NA
64_gs	495.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	303.44	17	8	3	96	space	6.10487497784	cr	False	64_gs	False	Utility_Vehicles	104.53	3	11	NA	NA
64_gs	498.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	231.00	13	9	3	199	space	3.63626863249	cr	False	64_gs	False	Utility_Vehicles	114.54	3	12	0	23.9
64_gs	326.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	209.50	15	10	3	99	return	4.00753230695	fa	True	64_gs	True	Utility_Vehicles	124.01	3	13	NA	NA
64_gs	488.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	228.36	21	9	3	3	space	5.71734915883	cr	False	64_gs	False	Utility_Vehicles	131.59	3	14	NA	NA
64_gs	1008.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	290.50	11	7	3	127	space	3.82398359291	cr	False	64_gs	False	Utility_Vehicles	140.91	3	15	2	24.98
64_gs	490.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	200.78	22	10	3	89	space	5.32510396373	cr	False	64_gs	False	Utility_Vehicles	151.69	3	16	NA	NA
64_gs	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	268.67	17	9	3	90	space	5.36043678527	cr	False	64_gs	False	Utility_Vehicles	160.76	3	17	NA	NA
64_gs	501.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	246.21	27	10	3	126	space	7.93969792314	cr	False	64_gs	False	Utility_Vehicles	169.57	3	18	1	31.34
64_gs	1006.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	238.96	22	11	3	10	space	6.19252047664	cr	False	64_gs	False	Utility_Vehicles	183.48	3	19	NA	NA
64_gs	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	212.22	17	10	3	224	space	4.32449475187	cr	False	64_gs	False	Utility_Vehicles	193.99	3	20	0	18.41
64_gs	1016.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	270.21	18	10	3	63	space	5.84225005191	cr	False	64_gs	False	Utility_Vehicles	203.75	3	21	NA	NA
64_gs	321.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	220.82	16	9	3	255	space	4.21336637205	cr	False	64_gs	False	Utility_Vehicles	214.17	3	22	NA	NA
64_gs	243.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	200.00	11	8	3	285	space	2.8065250183	cr	False	64_gs	False	Utility_Vehicles	221.84	3	23	NA	NA
64_gs	502.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	224.43	13	8	3	284	space	3.57367742923	cr	False	64_gs	False	Utility_Vehicles	228.11	3	24	3	31.6
64_gs	1016.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	233.37	19	8	3	86	space	5.05840589572	cr	False	64_gs	False	Utility_Vehicles	236.76	3	25	NA	NA
64_gs	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	217.50	16	9	3	244	space	4.07423697319	cr	False	64_gs	False	Utility_Vehicles	245.26	3	26	0	16.04
64_gs	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	256.00	20	9	3	242	space	5.81656821654	cr	False	64_gs	False	Utility_Vehicles	254.48	3	27	NA	NA
64_gs	498.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	200.80	14	10	3	49	space	3.4571500835	cr	False	64_gs	False	Utility_Vehicles	263.97	3	28	NA	NA
64_gs	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	225.73	15	9	3	59	space	3.90977396467	cr	False	64_gs	False	Utility_Vehicles	271.3	3	29	0	24.17
64_gs	1004.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	196.94	16	9	3	269	space	3.84625684773	cr	False	64_gs	False	Utility_Vehicles	280.5	3	30	NA	NA
64_gs	326.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	218.40	19	8	3	175	space	4.95840021386	cr	False	64_gs	False	Utility_Vehicles	287.99	3	31	0	16.06
64_gs	492.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	213.38	15	10	3	12	space	3.88645676593	cr	False	64_gs	False	Utility_Vehicles	297.73	3	32	NA	NA
64_gs	324.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	188.33	23	8	3	101	space	5.29233151837	cr	False	64_gs	False	Utility_Vehicles	305.19	3	33	0	16.25
64_gs	1016.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	199.82	22	6	3	207	space	5.19161142409	cr	False	64_gs	False	Utility_Vehicles	315.08	3	34	NA	NA
64_gs	481.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	250.24	16	9	3	271	space	4.93816756248	cr	False	64_gs	False	Utility_Vehicles	323.84	3	35	NA	NA
64_gs	326.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	161.29	16	9	3	247	space	3.33607380907	cr	False	64_gs	False	Utility_Vehicles	332.4	3	36	1	24.08
64_gs	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	183.06	16	9	3	283	space	3.57356966264	cr	False	64_gs	False	Utility_Vehicles	341.05	3	37	NA	NA
64_gs	1002.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	198.67	18	7	3	239	space	4.18674249435	cr	False	64_gs	False	Utility_Vehicles	348.14	3	38	NA	NA
64_gs	499.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	224.67	15	10	3	278	space	3.88651028275	cr	False	64_gs	False	Utility_Vehicles	355.76	3	39	0	22.22
64_gs	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	227.18	16	8	3	161	space	4.39131231629	cr	False	64_gs	False	Utility_Vehicles	365.19	3	40	NA	NA
64_gs	330.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	214.59	17	10	3	25	space	4.34106773348	cr	False	64_gs	False	Utility_Vehicles	373.03	3	41	NA	NA
64_gs	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	203.89	17	9	3	262	return	4.82501214207	fa	True	64_gs	True	Utility_Vehicles	380.81	3	42	NA	NA
64_gs	472.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	216.11	18	9	3	83	space	4.49133925815	cr	False	64_gs	False	Utility_Vehicles	389.19	3	43	1	31.93
64_gs	1002.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	340.00	3	3	3	178	return	1.41787278047	hi	False	64_gs	True	Utility_Vehicles	399.85	3	44	NA	NA
64_gs	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	178.50	15	7	3	33	space	3.25269975793	cr	False	64_gs	False	Utility_Vehicles	404.83	3	45	NA	NA
64_gs	1002.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	251.25	15	8	3	176	space	4.52412013407	cr	False	64_gs	False	Utility_Vehicles	412.61	3	46	NA	NA
64_gs	329.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	184.17	23	11	3	118	space	5.17517736601	cr	False	64_gs	False	Utility_Vehicles	420.6	3	47	0	29.73
64_gs	1000.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	212.42	19	10	3	131	space	4.62465768494	cr	False	64_gs	False	Utility_Vehicles	432.34	3	48	NA	NA
64_gs	213.50	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	243.85	13	8	3	130	space	3.65540602198	cr	False	64_gs	False	Utility_Vehicles	440.48	3	49	NA	NA
64_gs	500.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	196.70	22	9	3	260	space	5.31165878288	cr	False	64_gs	False	Utility_Vehicles	447.59	3	50	NA	NA
64_gs	500.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	248.00	4	3	3	291	return	1.30582435126	hi	False	64_gs	True	Utility_Vehicles	456.34	3	51	0	29.88
64_gs	240.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	257.78	17	9	3	120	space	5.15928800637	cr	False	64_gs	False	Utility_Vehicles	464.93	3	52	NA	NA
64_gs	327.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	293.47	14	7	3	133	space	4.88737644861	cr	False	64_gs	False	Utility_Vehicles	473.54	3	53	NA	NA
64_gs	495.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	195.50	24	9	3	28	space	5.52112539229	cr	False	64_gs	False	Utility_Vehicles	482.16	3	54	1	26.2
64_gs	501.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	275.47	18	9	3	68	space	5.87231366709	cr	False	64_gs	False	Utility_Vehicles	492.49	3	55	NA	NA
64_gs	486.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	278.29	13	8	3	88	space	4.33686079946	cr	False	64_gs	False	Utility_Vehicles	501.83	3	56	NA	NA
64_gs	497.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	247.29	16	11	3	71	space	4.73723101849	cr	False	64_gs	False	Utility_Vehicles	509.65	3	57	0	25.35
64_gs	330.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	256.67	20	11	3	193	space	6.00774564128	cr	False	64_gs	False	Utility_Vehicles	519.01	3	58	NA	NA
64_gs	1006.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	308.00	14	9	3	185	space	4.83729351568	cr	False	64_gs	False	Utility_Vehicles	528.55	3	59	NA	NA
64_gs	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	225.57	13	10	3	98	space	3.67377731507	cr	False	64_gs	False	Utility_Vehicles	536.82	3	60	NA	NA
64_gs	499.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	260.80	14	10	3	215	space	4.47716830112	cr	False	64_gs	False	Utility_Vehicles	544.13	3	61	0	33.05
64_gs	491.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	262.00	16	9	3	102	return	4.94650335493	hi	False	64_gs	True	Utility_Vehicles	553.31	3	62	NA	NA
64_gs	1008.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	254.76	20	8	3	232	space	6.02580829617	cr	False	64_gs	False	Utility_Vehicles	562.27	3	63	2	18.62
64_gs	497.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	272.80	4	3	3	250	return	1.43887299486	hi	False	64_gs	True	Utility_Vehicles	574.4	3	64	NA	NA
64_gs	501.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	216.11	17	9	3	146	space	4.4481050102	cr	False	64_gs	False	Utility_Vehicles	579.29	3	65	NA	NA
64_gs	325.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	239.33	14	9	3	5	space	4.10334058502	cr	False	64_gs	False	Utility_Vehicles	587.19	3	66	NA	NA
64_gs	491.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	238.14	13	8	3	75	space	3.71970573068	cr	False	64_gs	False	Utility_Vehicles	594.8	3	67	2	27.63
64_gs	500.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	249.75	15	8	3	171	space	4.4966861736	cr	False	64_gs	False	Utility_Vehicles	605.42	3	68	NA	NA
64_gs	241.50	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	279.54	12	7	3	140	space	3.98981347936	cr	False	64_gs	False	Utility_Vehicles	613.37	3	69	NA	NA
64_gs	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	256.00	14	10	3	191	space	4.39124523709	cr	False	64_gs	False	Utility_Vehicles	620.8	3	70	1	23.21
64_gs	471.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	226.44	17	11	3	282	space	4.62583652069	cr	False	64_gs	False	Utility_Vehicles	630.09	3	71	NA	NA
64_gs	240.50	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	180.44	17	10	3	168	space	3.77565021999	cr	False	64_gs	False	Utility_Vehicles	638.17	3	72	NA	NA
64_gs	242.50	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	253.80	9	6	3	65	return	2.70220610197	fa	True	64_gs	True	Utility_Vehicles	645.39	3	73	NA	NA
64_gs	244.50	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	224.50	15	9	3	13	space	4.02401365037	cr	False	64_gs	False	Utility_Vehicles	651.53	3	74	NA	NA
64_gs	492.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	256.00	4	1	3	209	return	1.37220278452	hi	False	64_gs	True	Utility_Vehicles	659.1	3	75	1	33.83
64_gs	479.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	227.29	16	8	3	152	space	4.40360908536	cr	False	64_gs	False	Utility_Vehicles	665.71	3	76	NA	NA
64_gs	317.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	217.78	17	9	3	248	space	4.51651121746	cr	False	64_gs	False	Utility_Vehicles	673.55	3	77	NA	NA
64_gs	499.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	232.62	15	10	3	23	space	4.25324958819	cr	False	64_gs	False	Utility_Vehicles	681.58	3	78	NA	NA
64_gs	322.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	226.46	12	7	3	167	space	3.36945803231	cr	False	64_gs	False	Utility_Vehicles	689.44	3	79	1	30.65
64_gs	303.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	299.08	12	8	3	267	space	4.40367359878	cr	False	64_gs	False	Utility_Vehicles	701.14	3	80	NA	NA
64_gs	486.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	281.67	5	4	3	289	return	1.83252685471	hi	False	64_gs	True	Utility_Vehicles	709.07	3	81	NA	NA
64_gs	316.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	250.93	15	9	3	66	space	4.28297047596	cr	False	64_gs	False	Utility_Vehicles	714.5	3	82	NA	NA
64_gs	238.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	302.86	6	3	3	190	return	2.27154353843	hi	False	64_gs	True	Utility_Vehicles	722.29	3	83	1	29.45
64_gs	493.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	211.22	23	8	3	132	space	5.63348172628	cr	False	64_gs	False	Utility_Vehicles	729.07	3	84	NA	NA
64_gs	237.00	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	209.25	16	8	3	156	space	3.98083401914	cr	False	64_gs	False	Utility_Vehicles	738.17	3	85	NA	NA
64_gs	323.33	2	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	206.84	18	10	3	236	space	4.49127254542	cr	False	64_gs	False	Utility_Vehicles	746.15	3	86	1	25.03
64_gs	497.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	329.56	8	6	3	26	return	3.2425264332	hi	False	64_gs	True	Utility_Vehicles	757.43	3	87	NA	NA
64_gs	492.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
64_gs	189.41	16	10	3	253	space	3.70742105809	cr	False	64_gs	False	Utility_Vehicles	764.13	3	88	NA	NA
